mineral_id	mineral_name	mineral_display_name	rruff_chemistry	ima_chemistry	chemistry_elements
5847	Laurentianite	Laurentianite	Na_3_Nb^5+^_3_Si_4_O_17_·9H_2_O	[NbO(H_2_O)]_3_(Si_2_O_7_)_2_[Na(H_2_O)_2_]_3_	"Na Nb Si O H"
5848	Hydroxylchondrodite	Hydroxylchondrodite	Mg_5_(SiO_4_)_2_(OH)_2_	Mg_5_(SiO_4_)_2_(OH)_2_	"Mg Si O H"
5849	Barlowite	Barlowite	Cu^2+^_4_BrF(OH)_6_	Cu_4_BrF(OH)_6_	"Cu Br F O H"
5850	Argandite	Argandite	Mn^2+^_7_(V^5+^O_4_)_2_(OH)_8_	Mn_7_(VO_4_)_2_(OH)_8_	"Mn V O H"
5851	Clinometaborite	Clinometaborite	HBO_2_	HBO_2_	"H B O"
5852	Fluorocronite	Fluorocronite	Pb^2+^F_2_	PbF_2_	"Pb F"
5853	Ferroericssonite	Ferroericssonite	BaFe^2+^_2_Fe^3+^(Si_2_O_7_)O(OH)	BaFe^2+^_2_Fe^3+^(Si_2_O_7_)O(OH)	"Ba Fe Si O H"
5854	Bohseite	Bohseite	Ca_4_Be_4_Si_9_O_24_(OH)_4_	"Ca_4_Be_3+x_Al_1-x_Si_9_O_25-x_(OH)_3+x_ (x = 0 to 1)"	"Ca Be Al Si O H"
5855	Plumboselite	Plumboselite	Pb^2+^_3_O_2_(Se^4+^O_3_)	Pb_3_O_2_(SeO_3_)	"Pb O Se"
5856	Aldridgeite	Aldridgeite	(Cd^2+^,Ca)(Cu^2+^,Zn^2+^)_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O	(Cd,Ca)(Cu,Zn)_4_(SO_4_)_2_(OH)_6_·3H_2_O	"Cd Ca Cu Zn S O H"
5857	Yancowinnaite	Yancowinnaite	Pb^2+^Cu^2+^Al(As^5+^O_4_)_2_OH·H_2_O	PbCuAl(AsO_4_)_2_OH·H_2_O	"Pb Cu Al As O H"
5858	Rongibbsite	Rongibbsite	Pb_2_(AlSi_4_)O_11_(OH)	Pb_2_(Si_4_Al)O_11_(OH)	"Pb Al Si O H"
5997	Sarrabusite	Sarrabusite	Pb^2+^_5_Cu^2+^(Se^4+^O_3_)_4_Cl_4_	Pb_5_CuCl_4_(SeO_3_)_4_	"Pb Cu Se O Cl"
5861	Sveinbergeite	Sveinbergeite	(H_2_O)_2_[Ca(H_2_O)](Fe^2+^_6_Fe^3+^)Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_[OH(H_2_O)]	(H_2_O)_2_[Ca(H_2_O)](Fe^2+^_6_Fe^3+^)Ti_2_(Si_4_O_12_)_2_O_2_(OH)_4_[(OH)(H_2_O)]	"H O Ca Fe Ti Si"
5862	Eliseevite	Eliseevite	Na_1.5_Li{Ti^4+^_2_O_2_[Si_4_O_10.5_(OH)_1.5_]}·2H_2_O	Na_1.5_Li{Ti_2_O_2_[Si_4_O_10.5_(OH)_1.5_]}·2H_2_O	"Na Li Ti O Si H"
5863	Parasterryite	Parasterryite	Ag_2_Pb_10_Sb_7_As_5_S_29_	Ag_4_Pb_20_(Sb,As)_24_S_58_	"Ag Pb Sb As S"
5864	Rickturnerite	Rickturnerite	Pb_7_O_4_[Mg(OH)_4_](OH)Cl_3_	Pb_7_O_4_[Mg(OH)_4_](OH)Cl_3_	"Pb O Mg H Cl"
5865	Schullerite	Schüllerite	Na_2_Ba_2_Mg_2_Ti^4+^_2_(Si_2_O_7_)_2_O_2_F_2_	Ba_2_Ti_2_Na_2_Mg_2_(Si_2_O_7_)_2_O_2_F_2_	"Ba Ti Na Mg Si O F"
5866	Carlgieseckeite-(Nd)	Carlgieseckeite-(Nd)	NaNdCa_3_(PO_4_)_3_F	NaNdCa_3_(PO_4_)_3_F	"Na Nd Ca P O F"
5867	Rauchite	Rauchite	Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O	Ni(UO_2_)_2_(AsO_4_)_2_·10H_2_O	"Ni U O As H"
5868	Krotite	Krotite	CaAl_2_O_4_	CaAl_2_O_4_	"Ca Al O"
5869	Yttriaite-(Y)	Yttriaite-(Y)	Y^3+^_2_O_3_	Y_2_O_3_	"Y O"
5870	Nordgauite	Nordgauite	Mn^2+^Al_2_(P^5+^O_4_)_2_F_2_·5H_2_O	MnAl_2_(PO_4_)_2_(F,OH)_2_·5.5H_2_O	"Mn Al P O F H"
5871	Bariopharmacoalumite	Bariopharmacoalumite	Ba_0.5_Al_4_(As^5+^O_4_)_3_(OH)_4_·4H_2_O	Ba_0.5_Al_4_[(AsO_4_)_3_(OH)_4_]·4H_2_O	"Ba Al As O H"
5872	Icosahedrite	Icosahedrite	Al_63_Cu_24_Fe_13_	Al_63_Cu_24_Fe_13_	"Al Cu Fe"
5873	Tornroosite	Törnroosite	Pd_11_As_2_Te_2_	Pd_11_As_2_Te_2_	"Pd As Te"
5874	Terrywallaceite	Terrywallaceite	AgPb(Sb,Bi)_3_S_6_	AgPb(Sb,Bi)_3_S_6_	"Ag Pb Sb Bi S"
5875	Behounekite	Běhounekite	U(SO_4_)_2_·4H_2_O	U(SO_4_)_2_(H_2_O)_4_	"U S O H"
5876	Carlosbarbosaite	Carlosbarbosaite	(U^6+^O_2_)_2_Nb^5+^_2_O_6_(OH)_2_·2H_2_O	(UO_2_)_2_Nb_2_O_6_(OH)_2_·2H_2_O	"U O Nb H"
5877	Tarbagataite	Tarbagataite	(K[box])CaFe^2+^_7_Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_5_	(K[box])CaFe^2+^_7_Ti_2_(Si_4_O_12_)_2_O_2_(OH)_5_	"K Ca Fe Ti Si O H"
5878	Steedeite	Steedeite	NaMn^2+^_2_[Si_3_BO_9_](OH)_2_	NaMn_2_[Si_3_BO_9_](OH)_2_	"Na Mn Si B O H"
5879	Rakovanite	Rakovanite	Na_3_H_3_V^5+^_10_O_28_·15H_2_O	Na_3_{H_3_[V_10_O_28_]}·15H_2_O	"Na H V O"
5880	Veblenite	Veblenite	K_2_[box]_2_Na(Fe^2+^_5_Fe^3+^_4_Mn^2+^_7_[box])Nb^5+^_3_Ti^4+^(Si_2_O_7_)_2_(Si_8_O_22_)_2_O_6_(OH)_10_·3H_2_O	K_2_[box]_2_Na(Fe^2+^_5_Fe^3+^_4_Mn_7_[box])Nb_3_Ti(Si_2_O_7_)_2_(Si_8_O_22_)_2_O_6_(OH)_10_(H_2_O)_3_	"K Na Fe Mn Nb Ti Si O H"
5881	Hylbrownite	Hylbrownite	Na_3_MgP_3_O_10_·12H_2_O	Na_3_MgP_3_O_10_·12H_2_O	"Na Mg P O H"
5882	Panguite	Panguite	(Ti^4+^,Al,Sc^3+^,Mg,Zr^2+^,Ca)_1.8_O_3_	(Ti,Al,Sc,Mg,Zr,Ca)_1.8_O_3_	"Ti Al Sc Mg Zr Ca O"
5883	Cordylite-(La)	Cordylite-(La)	NaCaBa_2_La_3_Sr(CO_3_)_8_F_2_	NaCaBa_2_La_3_Sr(CO_3_)_8_F_2_	"Na Ca Ba La Sr C O F"
5884	Ferrisepiolite	Ferrisepiolite	(Fe^3+^,Fe^2+^,Mg)_4_[(Si,Fe^3+^)_6_O_15_](O,OH)_2_·6H_2_O	(Fe^3+^,Fe^2+^,Mg)_4_[(Si,Fe^3+^)_6_O_15_](O,OH)_2_·6H_2_O	"Fe Mg Si O H"
5901	Hezuolinite	Hezuolinite	(Sr,Ce^3+^)_4_Zr^4+^Ti^4+^_4_O_8_(Si_2_O_7_)_2_	(Sr,REE)_4_Zr(Ti,Fe^3+^,Fe^2+^)_2_Ti_2_O_8_(Si_2_O_7_)_2_	"Sr REE Zr Ti Fe O Si"
5902	Allanite-(Nd)	Allanite-(Nd)	CaNdAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)	CaNd(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)	"Ca Nd Al Fe Si O H"
5903	Pavlovskyite	Pavlovskyite	Ca_8_(SiO_4_)_2_(Si_3_O_10_)	Ca_8_(SiO_4_)_2_(Si_3_O_10_)	"Ca Si O"
5904	Dzhuluite	Dzhuluite	Ca_3_(Sn^4+^Sb^5+^)Fe^3+^_3_O_12_	Ca_3_(SbSn)(Fe^3+^O_4_)_3_	"Ca Sn Sb Fe O"
5905	Ferriallanite-(La)	Ferriallanite-(La)	CaLa^3+^(Fe^3+^AlFe^2+^)(SiO_4_)(Si_2_O_7_)O(OH)	CaLa(Fe^3+^AlFe^2+^)[Si_2_O_7_][SiO_4_]O(OH)	"Ca La Fe Al Si O H"
5906	Fluor-schorl	Fluor-schorl	NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F	NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F	"Na Fe Al Si O B H F"
5907	Mejillonesite	Mejillonesite	NaMg_2_(PO_3_OH)(PO_4_)(OH)_4_·H_2_O	NaMg_2_(PO_3_OH)(PO_4_)(OH)·H_5_O_2_	"Na Mg P O H"
5908	Arsenohopeite	Arsenohopeite	Zn^2+^_3_(As^5+^O_4_)_2_·4H_2_O	Zn_3_(AsO_4_)_2_·4H_2_O	"Zn As O H"
5909	Vladimirivanovite	Vladimirivanovite	Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O	Na_6_Ca_2_[Al_6_Si_6_O_24_](SO_4_,S_3_,S_2_,Cl)_2_·H_2_O	"Na Ca Al Si O S Cl H"
5910	Langbanshyttanite	Långbanshyttanite	Pb^2+^_2_Mn^2+^_2_Mg(As^5+^O_4_)_2_(OH)_4_·6H_2_O	Pb_2_Mn_2_Mg(AsO_4_)_2_(OH)_4_·6H_2_O	"Pb Mn Mg As O H"
5911	Rusinovite	Rusinovite	Ca_10_(Si_2_O_7_)_3_Cl_2_	Ca_10_(Si_2_O_7_)_3_Cl_2_	"Ca Si O Cl"
5912	Ernstburkeite	Ernstburkeite	Mg(CH_3_SO_3_)_2_·12H_2_O	Mg(CH_3_SO_3_)_2_·12H_2_O	"Mg C H S O"
5913	Irinarassite	Irinarassite	Ca_3_Sn^4+^_2_(Al_2_Si)O_12_	Ca_3_Sn_2_(SiAl_2_)O_12_	"Ca Sn Al Si O"
5914	Wassonite	Wassonite	Ti^2+^S^2-^	TiS	"Ti S"
5915	Galuskinite	Galuskinite	Ca_7_(SiO_4_)_3_(CO_3_)	Ca_7_(SiO_4_)_3_(CO_3_)	"Ca Si O C"
5916	Eldragonite	Eldragónite	Cu_6_BiSe_4_(Se_2_)	Cu_6_BiSe_4_(Se_2_)	"Cu Bi Se"
5917	Jacutingaite	Jacutingaite	Pt_2_HgSe_3_	Pt_2_HgSe_3_	"Pt Hg Se"
5918	Ferrotochilinite	Ferrotochilinite	6Fe^2+^S^2-^·5Fe^2+^(OH)_2_	FeS·≈0.85[Fe(OH)_2_]	"Fe S O H"
5919	Chukhrovite-(Ca)	Chukhrovite-(Ca)	Ca_3_Ca_1.5_Al_2_(SO_4_)F_13_·12H_2_O	Ca_3_Ca_1.5_Al_2_(SO_4_)F_13_·12H_2_O	"Ca Al S O F H"
5920	Angarfite	Angarfite	NaFe^3+^_5_(PO_4_)_4_(OH)_4_·4H_2_O	NaFe^3+^_5_(PO_4_)_4_(OH)_4_·4H_2_O	"Na Fe P O H"
5922	Billwiseite	Billwiseite	Sb^3+^_5_Nb^5+^_3_W^6+^O_18_	Sb^3+^_5_Nb_3_WO_18_	"Sb Nb W O"
5923	Atelisite-(Y)	Atelisite-(Y)	Y_4_Si_3_O_8_(OH)_8_	Y_4_Si_3_O_8_(OH)_8_	"Y Si O H"
5924	Heisenbergite	Heisenbergite	U^6+^O_2_(OH)_2_·H_2_O	(UO_2_)(OH)_2_·H_2_O	"U O H"
5925	Boscardinite	Boscardinite	Tl^1+^Pb^2+^_4_(Sb^3+^_7_As^3+^_2_)S^2-^_18_	TlPb_4_(Sb_7_As_2_)_Σ=9_S_18_	"Tl Pb Sb As S"
5926	Windhoekite	Windhoekite	Ca_2_Fe^3+^_2.67_(Si_8_O_20_)(OH)_4_·10H_2_O	Ca_2_Fe^3+^_3-x_[Si_8_O_20_](OH)_4_·10H_2_O	"Ca Fe Si O H"
5927	Magnesiohogbomite-2N4S	Magnesiohögbomite-2N4S	Mg_10_Al_22_Ti^4+^_2_O_46_(OH)_2_	[(Mg_8.43_Fe^2+^_1.57_)_Σ=10_Al_22_Ti^4+^_2_O_46_(OH)_2_]	"Mg Fe Al Ti O H"
5928	Beaverite-(Zn)	Beaverite-(Zn)	Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_	Pb(Fe^3+^_2_Zn)(SO_4_)_2_(OH)_6_	"Pb Zn Fe S O H"
5929	Dymkovite	Dymkovite	Ni^2+^(U^6+^O_2_)_2_(As^3+^O_3_)_2_·7H_2_O	Ni(UO_2_)_2_(As^3+^O_3_)_2_·7H_2_O	"Ni U O As H"
5930	Galloplumbogummite	Galloplumbogummite	Pb(Ga,Al)_2_Ge(PO_4_)_2_(OH)_6_	Pb(Ga,Al,Ge)_3_(PO_4_)_2_(OH)_6_	"Pb Ga Al Ge P O H"
5931	Erikapohlite	Erikapohlite	Cu^2+^_3_(Zn^2+^,Cu^2+^,Mg)_4_Ca_2_(As^5+^O_4_)_6_·2H_2_O	Cu^2+^_3_(Zn,Cu,Mg)_4_Ca_2_(AsO_4_)_6_·2H_2_O	"Cu Zn Mg Ca As O H"
5932	Gunterite	Gunterite	Na_4_(H_2_O)_16_(H_2_V^5+^_10_O_28_)·6H_2_O	Na_4_(H_2_O)_16_(H_2_V_10_O_28_)·6H_2_O	"Na H O V"
5933	Whiteite-(CaMnMn)	Whiteite-(CaMnMn)	CaMn^2+^Mn^2+^_2_Al_2_[P^5+^O_4_]_4_(OH)_2_·8H_2_O	CaMn^2+^Mn^2+^_2_Al_2_(PO_4_)_4_(OH)_2_·8H_2_O	"Ca Mn Al P O H"
5934	Chromschieffelinite	Chromschieffelinite	Pb^2+^_10_Te^6+^_6_O_20_(OH)_14_(Cr^6+^O_4_)·5H_2_O	Pb_10_Te^6+^_6_O_20_(OH)_14_(CrO_4_)(H_2_O)_5_	"Pb Te O H Cr"
5935	Cupromolybdite	Cupromolybdite	Cu^2+^_3_O(Mo^6+^O_4_)_2_	Cu^2+^_3_O(Mo^6+^O_4_)_2_	"Cu O Mo"
5936	Adranosite-(Fe)	Adranosite-(Fe)	(N^3-^H_4_)_4_NaFe^3+^_2_(S^6+^O_4_)_4_Cl(OH)_2_	(NH_4_)_4_NaFe_2_(SO_4_)_4_Cl(OH)_2_	"N H Na Fe S O Cl"
5937	Kazanskyite	Kazanskyite	Ba[box]Ti^4+^Nb^5+^Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_2_	Ba[box]TiNbNa_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_2_	"Ba Ti Nb Na Si O H"
5938	Manganoquadratite	Manganoquadratite	Ag^1+^Mn^2+^As^3+^S^2-^_3_	AgMnAsS_3_	"Ag Mn As S"
5939	Menchettiite	Menchettiite	Pb^2+^_5_Mn^2+^_3_Ag^1+^_2_Sb^3+^_6_As^3+^_4_S^2-^_24_	Pb_5_Mn_3_Ag_2_Sb_6_As_4_S_24_	"Pb Mn Ag Sb As S"
5940	Lucabindiite	Lucabindiite	(K,N^3-^H_4_)As^3+^_4_O_6_(Cl,Br)	(K,NH_4_)As_4_O_6_(Cl,Br)	"K N H As O Cl Br"
5941	Oxy-schorl	Oxy-schorl	Na(Fe^2+^_2_Al)Al_6_Si_6_O_18_(BO_3_)_3_(OH)_3_O	Na(Fe^2+^_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O	"Na Fe Al Si O B H"
5942	Zavaliaite	Zavalíaite	Mn^2+^_3_(PO_4_)_2_	Mn^2+^_3_(PO_4_)_2_	"Mn P O"
5943	Telluromandarinoite	Telluromandarinoite	Fe^3+^_2_(Te^4+^O_3_)_3_·6H_2_O	Fe^3+^_2_(Te^4+^O_3_)_3_·6H_2_O	"Fe Te O H"
5944	Karenwebberite	Karenwebberite	Na(Fe^2+^,Mn^2+^)PO_4_	Na(Fe^2+^,Mn^2+^)(PO_4_)	"Na Fe Mn P O"
5945	Shulamitite	Shulamitite	Ca_3_Ti^4+^Fe^3+^AlO_8_	Ca_3_TiFe^3+^AlO_8_	"Ca Ti Fe Al O"
5946	Tazzoliite	Tazzoliite	Ba_2_CaSr_0.5_Na_0.5_Ti^4+^_2_Nb^5+^_3_SiO_17_[PO_2_(OH)_2_]_0.5_	Ba_2_CaSr_0.5_Na_0.5_Ti_2_Nb_3_SiO_17_[PO_2_(OH)_2_]_0.5_	"Ba Ca Sr Na Ti Nb Si O P H"
5947	Davinciite	Davinciite	Na_12_K_3_Ca_6_Fe^2+^_3_Zr^4+^_3_(Si_26_O_73_OH)Cl_2_	Na_12_K_3_Ca_6_Fe^2+^_3_Zr_3_(Si_26_O_73_OH)Cl_2_	"Na K Ca Fe Zr Si O H Cl"
5948	Vladkrivovichevite	Vladkrivovichevite	[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O	[Pb_32_O_18_][Pb_4_Mn_2_O]Cl_14_(BO_3_)_8_·2H_2_O	"Pb O Mn Cl B H"
5949	Lileyite	Lileyite	Ba_2_Ti^4+^_2_Na_2_Fe^2+^Mg(Si_2_O_7_)_2_O_2_F_2_	Ba_2_Ti_2_Na_2_Fe^2+^Mg(Si_2_O_7_)_2_O_2_F_2_	"Ba Ti Na Fe Mg Si O F"
5950	Eltyubyuite	Eltyubyuite	Ca_6_Fe^3+^_5_Si_2_O_16_Cl_3_	Ca_12_Fe^3+^_10_Si_4_O_32_Cl_6_	"Ca Fe Si O Cl"
5951	Chromio-pargasite	Chromio-pargasite	NaCa_2_(Mg_4_Cr^3+^)(Si_6_Al_2_)O_22_(OH)_2_	NaCa_2_(Mg_4_Cr)(Si_6_Al_2_)O_22_(OH)_2_	"Na Ca Mg Cr Si Al O H"
5952	Alcaparrosaite	Alcaparrosaite	K_3_Ti^4+^Fe^3+^(S^6+^O_4_)_4_O·2H_2_O	K_3_Ti^4+^Fe^3+^(SO_4_)_4_O(H_2_O)_2_	"K Ti Fe S O H"
5953	Ferrotaaffeite-2N2S	Ferrotaaffeite-2N'2S	(Fe^2+^,Mg,Zn^2+^)_3_Al_8_BeO_16_	(Fe^2+^,Mg,Zn)_3_Al_8_BeO_16_	"Fe Mg Zn Al Be O"
5954	Hydroxycalciopyrochlore	Hydroxycalciopyrochlore	(Ca,Na,U,[box])_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)	(Ca,Na,U,[box])_2_(Nb,Ti)_2_O_6_(OH)	"Ca Na U Nb Ti O H"
5955	Hereroite	Hereroite	[Pb^2+^_32_(O,[box])_21_](As^5+^O_4_)_2_[(Si,As^5+^,V^5+^,Mo^6+^)O_4_]_2_Cl_10_	[Pb_32_(O,[box])_21_](AsO_4_)_2_[(Si,As,V,Mo)O_4_]_2_Cl_10_	"Pb O As Si V Mo Cl"
5956	Bassoite	Bassoite	SrV^4+^_3_O_7_·4H_2_O	SrV^4+^_3_O_7_·4H_2_O	"Sr V O H"
5957	Oscarkempffite	Oscarkempffite	Ag_10_Pb_4_(Sb_17_Bi_9_)S_48_	Ag_10_Pb_4_(Sb_17_Bi_9_)S_48_	"Ag Pb Sb Bi S"
5958	Hizenite-(Y)	Hizenite-(Y)	Ca_2_Y^3+^_6_(CO_3_)_11_·14H_2_O	Ca_2_Y_6_(CO_3_)_11_·14H_2_O	"Ca Y C O H"
6022	Disulfodadsonite	Disulfodadsonite	Pb_11_Sb_13_S_30_(S_2_)_0.5_	Pb_11_Sb_13_S_30_(S_2_)_0.5_	"Pb Sb S"
5961	Natrotitanite	Natrotitanite	(Na_0.5_Y^3+^_0.5_)Ti^4+^(SiO_4_)O	(Na_0.5_Y_0.5_)TiO(SiO_4_)	"Na Y Ti Si O"
5962	Betpakdalite-CaMg	Betpakdalite-CaMg	[Ca_2_(H_2_O)_17_Mg(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_36_(OH)]	[Ca_2_(H_2_O)_17_Mg(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_36_(OH)]	"Ca H O Mg Mo As Fe"
5963	Jakobssonite	Jakobssonite	CaAlF_5_	CaAlF_5_	"Ca Al F"
5964	Hielscherite	Hielscherite	Ca_3_Si(S^6+^O_4_)(S^4+^O_3_)(OH)_6_·11H_2_O	Ca_6_Si_2_[(SO_4_)_2_(SO_3_)_2_(OH)_12_]·22H_2_O	"Ca Si S O H"
5965	Kottenheimite	Kottenheimite	Ca_3_Si(S^6+^O_4_)_2_(OH)_6_·12H_2_O	Ca_3_Si(SO_4_)_2_(OH)_6_·12H_2_O	"Ca Si S O H"
5966	Mendozavilite-NaCu	Mendozavilite-NaCu	[Na_2_(H_2_O)_15_Cu^2+^(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_34_(OH)_3_]	[Na_2_(H_2_O)_15_Cu(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_34_(OH)_3_]	"Na H O Cu Mo P Fe"
5967	Krasnoite	Krásnoite	Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_12.1_F_2_·8H_2_O	Ca_3_Al_7.7_Si_3_P_4_O_22.9_(OH)_13.3_F_2_·8H_2_O	"Ca Al Si P O H F"
5968	Steklite	Steklite	KAl(S^6+^O_4_)_2_	KAl(SO_4_)_2_	"K Al S O"
5969	Shimazakiite	Shimazakiite	Ca_2_B_2_O_5_	Ca_2_B_2_O_5_	"Ca B O"
5970	Adolfpateraite	Adolfpateraite	K(U^6+^O_2_)(S^6+^O_4_)(OH)(H_2_O)	K(UO_2_)(SO_4_)(OH)(H_2_O)	"K U O S H"
5971	Miyahisaite	Miyahisaite	(Sr,Ca)_2_Ba_3_(PO_4_)_3_F	(Sr,Ca)_2_Ba_3_(PO_4_)_3_F	"Sr Ca Ba P O F"
5972	Krasheninnikovite	Krasheninnikovite	KNa_2_CaMg(S^6+^O_4_)_3_F	KNa_2_CaMg(SO_4_)_3_F	"K Na Ca Mg S O F"
5973	Kasatkinite	Kasatkinite	Ba_2_Ca_8_B_5_Si_8_O_32_(OH)_3_·6H_2_O	Ba_2_Ca_8_B_5_Si_8_O_32_(OH)_3_·6H_2_O	"Ba Ca B Si O H"
5974	Obradovicite-NaNa	Obradovicite-NaNa	[Na_2_(H_2_O)_16_Na(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_33_(OH)_4_]	[Na_2_(H_2_O)_16_Na(H_2_O)_6_][Mo_8_As_2_Fe^3+^_3_O_33_(OH)_4_]	"Na H O Mo As Fe"
5975	Tsilaisite	Tsilaisite	NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH	NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)	"Na Mn Al Si O B H"
5976	Fassinaite	Fassinaite	Pb^2+^_2_(CO_3_)(S_2_O_3_)	Pb_2_(CO_3_)(S_2_O_3_)	"Pb C O S"
5977	Ianbruceite	Ianbruceite	Zn^2+^_2_As^5+^O_4_(OH)·3H_2_O	Zn_2_(AsO_4_)(OH)(H_2_O)·2H_2_O	"Zn As O H"
5978	Aklimaite	Aklimaite	Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O	Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O	"Ca Si O H"
5979	Reynoldsite	Reynoldsite	Pb^2+^_2_Mn^4+^_2_O_5_(Cr^6+^O_4_)	Pb_2_Mn^4+^_2_O_5_(CrO_4_)	"Pb Mn O Cr"
5980	Vladykinite	Vladykinite	Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_	Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_	"Na Sr Fe Si O"
5981	Davidlloydite	Davidlloydite	Zn^2+^_3_(As^5+^O_4_)_2_·4H_2_O	Zn_3_(AsO_4_)_2_·4H_2_O	"Zn As O H"
5998	Protochabourneite	Protochabournéite	"Tl^1+^_5-x_Pb^2+^_2x_(Sb^3+^,As^3+^)_21-x_S^2-^_34_ (x~1.2-1.5)"	Tl_2_Pb(Sb,As)_10_S_17_	"Tl Pb Sb As S"
5999	Perboeite-(Ce)	Perbøeite-(Ce)	(CaCe_3_)(Al_3_Fe^2+^)(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_	(CaCe_3_)(Al_3_Fe^2+^)(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_	"Ca Ce Al Fe Si O H"
6000	Aspedamite	Aspedamite	[box]_12_(Fe^3+^,Fe^2+^)_3_Nb^5+^_4_[Th^4+^(Nb^5+^,Fe^3+^)_12_O_42_][(H_2_O),(OH)]_12_	[box]_12_(Fe^3+^,Fe^2+^)_3_Nb_4_[Th(Nb,Fe^3+^)_12_O_42_][(H_2_O),(OH)]_12_	"Fe Nb Th O H"
6001	Mariinskite	Mariinskite	Cr^3+^_2_BeO_4_	BeCr_2_O_4_	"Be Cr O"
6002	Edgrewite	Edgrewite	Ca_9_(SiO_4_)_4_F_2_	Ca_9_(SiO_4_)_4_F_2_	"Ca Si O F"
6003	Postite	Postite	Mg(H_2_O)_6_Al_2_(OH)_2_(H_2_O)_8_(V^5+^_10_O_28_)·13H_2_O	Mg(H_2_O)_6_Al_2_(OH)_2_(H_2_O)_8_(V_10_O_28_)·13H_2_O	"Mg H O Al V"
6004	Falsterite	Falsterite	Ca_2_MgMn^2+^_2_(Fe^2+^Fe^3+^)_2_Zn^2+^_4_(PO_4_)_8_(OH)_4_·14H_2_O	Ca_2_MgMn^2+^_2_Fe^2+^_2_Fe^3+^_2_Zn_4_(PO_4_)_8_(OH)_4_(H_2_O)_14_	"Ca Mg Mn Fe Zn P O H"
6005	Leonardsenite	Leonardsenite	MgAlF_5_·2H_2_O	MgAlF_5_·2H_2_O	"Mg Al F H O"
6006	Bastnasite-(Nd)	Bastnäsite-(Nd)	NdCO_3_F	Nd(CO_3_)F	"Nd C O F"
6008	Dansite-(Fe)	D'ansite-(Fe)	Na_21_Fe^2+^(SO_4_)_10_Cl_3_	Na_21_Fe(SO_4_)_10_Cl_3_	"Na Fe S O Cl"
6009	Kobyashevite	Kobyashevite	Cu^2+^_5_(S^6+^O_4_)_2_(OH)_6_·4H_2_O	Cu_5_(SO_4_)_2_(OH)_6_·4H_2_O	"Cu S O H"
6010	Calciolangbeinite	Calciolangbeinite	K_2_Ca_2_(SO_4_)_3_	K_2_Ca_2_(SO_4_)_3_	"K Ca S O"
6011	Ferrovalleriite	Ferrovalleriite	2(Fe,Cu)S·1.53[(Fe^2+^,Al,Mg)(OH)_2_]	2[(Fe,Cu)S]·1.53[(Fe,Al,Mg)(OH)_2_]	"Fe Cu S Al Mg O H"
6012	Paseroite	Paseroite	Pb(Mn^2+^,[box])(Fe^3+^,[box])_2_(V^5+^,Ti^4+^,[box])_18_O_38_	Pb(Mn^2+^,[box])(Fe^3+^,[box])_2_(V^5+^,Ti^4+^,[box])_18_O_38_	"Pb Mn Fe V Ti O"
6013	Buseckite	Buseckite	(Fe^2+^,Zn^2+^,Mn^2+^)S^2-^	(Fe,Zn,Mn)S	"Fe Zn Mn S"
